x,y,t
0.00012271579466410158,4.251964510342624e-05,10.836
0.00012280006281862636,4.334889373295164e-05,10.869
0.00012386509861290297,4.338922289812934e-05,10.903
0.00012443819749576214,4.320315419239418e-05,10.936
0.00012603698662881453,4.3179265570617514e-05,10.969
0.0001256096952562282,4.3220004493738236e-05,11.003
0.0001261827466424996,4.318317047794135e-05,11.038
0.00012741804320175515,4.3702315085429416e-05,11.07
0.00012917982284438233,4.53146272854769e-05,11.103
0.0001301131198051651,4.5579052183164614e-05,11.136
0.00013170676644631805,4.5376896935635024e-05,11.169
0.00013269227156657173,4.47761795025602e-05,11.203
0.00013296378285071198,4.436404657811318e-05,11.236
0.0001337719158407346,4.4582531861229186e-05,11.269
0.00013422184620595499,4.528170183134075e-05,11.304
0.00013482745730471275,4.5992482123828026e-05,11.337
0.0001351990758822757,4.6780968729358364e-05,11.369
0.00013520984523915922,4.5564072959749956e-05,11.403
0.00013491341570441223,4.509609228226944e-05,11.436
0.00013524918119581765,4.514138604155136e-05,11.469
0.0001349297682518993,4.4080879400441015e-05,11.503
0.000134826321282684,4.309988996912709e-05,11.536
0.00013713960094956514,4.418761522537313e-05,11.57
0.00013787755749898698,4.23082568450342e-05,11.603
0.00013794112361187528,4.2587385423939906e-05,11.636
0.00013852802651507923,4.2523362130690803e-05,11.669
0.00013766317236917975,4.2666400400084366e-05,11.703
0.00013809825948175435,4.305851852721109e-05,11.736
0.000138763096835656,4.470053520809782e-05,11.77
0.00013858706081965229,4.46020465769878e-05,11.804
0.00013925341697817808,4.470544678448768e-05,11.836
0.0001392252656686808,4.37478997307501e-05,11.87
0.00013856174097838771,4.4133918549509376e-05,11.903
0.00013881101245155457,4.39846631763087e-05,11.936
0.0001398404640112761,4.422909987465222e-05,11.969
0.0001394275595312523,4.608898212310001e-05,12.004
0.0001396487093906311,4.625505135811877e-05,12.037
0.00014028145634407017,4.687873826731729e-05,12.069
0.00013953668840727208,4.7003200986236514e-05,12.104
0.00013941771019180518,4.713082211310434e-05,12.137
0.00014106631413118457,4.6812650744175415e-05,12.169
0.00014155610251566575,4.509450188489853e-05,12.204
0.00014196664143896457,4.5075498753050536e-05,12.237
0.00014127251876534523,4.443004977376065e-05,12.269
0.00014077122037575496,4.359150893230133e-05,12.304
0.00014085854431568657,4.420094274397039e-05,12.336
0.0001406624210135646,4.485010312855326e-05,12.369
0.00014074847765226524,4.5501906358878294e-05,12.404
0.00014108692493270143,4.562202342187516e-05,12.436
0.00013950308952292816,4.66832182947806e-05,12.469
0.0001401593521997336,4.6476890521249644e-05,12.504
0.00014099977595973003,4.633408592058359e-05,12.536
0.00014269466214524002,4.588273137479457e-05,12.568999999999999
0.00014318611549203099,4.685115999424461e-05,12.604
0.00014337122771182769,4.6696439818716354e-05,12.636
0.00014279272199256684,4.590804164592069e-05,12.669
0.00014291571826862288,4.5491385104282755e-05,12.703
0.00014418784618640263,4.5633174090547433e-05,12.737
0.00014609407827080966,4.586788385222653e-05,12.77
0.00014861374635506398,4.7057332442978535e-05,12.803
0.00014845949831033934,4.6679703092425655e-05,12.836
0.00015032732453159727,4.5255766611178075e-05,12.869
0.00015142863766562278,4.449931668505477e-05,12.904
0.00015220049591090903,4.4045023666918756e-05,12.937
0.000154077985876223,4.297484932852611e-05,12.969
0.00015462718905485335,4.365833410869424e-05,13.004
0.00015524154463895506,4.413999629709616e-05,13.037
0.0001567340846351093,4.397628522649041e-05,13.069
0.00015659926264751574,4.490946552838403e-05,13.104
0.000156459338188884,4.4687710138663674e-05,13.137
0.00015572343697300325,4.343476032276557e-05,13.169
0.00015641392486397858,4.356637443989946e-05,13.203
0.0001561479812783171,4.3654335129848554e-05,13.236
0.00015736691794473006,4.347673472306996e-05,13.269
0.00015946195111682894,4.2867208029759856e-05,13.304
0.00015994909823173522,4.236108564844425e-05,13.337
0.00016118731942586678,4.147057868546407e-05,13.37
0.00016086979198120442,4.178100786797419e-05,13.403
0.0001611533581945053,4.148391230204107e-05,13.436
0.0001626402949120551,4.0965777230809746e-05,13.469
0.00016647588916038195,3.9445233945026165e-05,13.503
0.0001668196009625887,3.970694324918498e-05,13.536
0.00016817659293078381,4.109763515639899e-05,13.57
0.00016818719975286015,4.122582268189748e-05,13.604
0.0001678698631722085,4.14238088897003e-05,13.637
0.00016784090231352857,4.0751464390475906e-05,13.67
0.0001693911302518094,3.9203313940332515e-05,13.703
0.000170008843410181,3.94651634430249e-05,13.736
0.00016776410517214886,3.9606141691270506e-05,13.77
0.00016703829387762901,3.9314749475008256e-05,13.803
0.00016669132950100984,3.98061200873008e-05,13.836
0.00016808851144428744,4.101583735660661e-05,13.87
0.00016817559569017973,4.093033314865838e-05,13.903
0.0001688880143309071,4.06434460184838e-05,13.936
0.00016940635963487696,4.063837269270959e-05,13.97
0.00026342097182422563,4.11637232699157e-05,14.003
0.010149993499147483,4.089274749667324e-05,14.036
0.027307655597472412,4.016027333231301e-05,14.07
0.042086107789066136,4.230283883970244e-05,14.103
0.05210908782658845,4.219553457596554e-05,14.136
0.06810215222252654,4.14640995987456e-05,14.17
0.08209157062130547,4.225157240224462e-05,14.203
0.09208476706107911,4.3026606565353634e-05,14.236
0.10807042663987274,4.349372787935018e-05,14.269
0.12205561705466729,4.310974766306794e-05,14.304
0.1320467009868202,4.2941146740163004e-05,14.336
0.14802712211243393,4.221678652399269e-05,14.369
0.16200726477481237,4.111226643273411e-05,14.404
0.17199562130561746,4.105835550232199e-05,14.436
0.18797082174926388,4.1180053799805115e-05,14.469
0.20194533330148973,4.1799755584244624e-05,14.504
0.2119309673029456,4.158242589516179e-05,14.537
0.22789995603577562,4.1769425584970523e-05,14.568999999999999
0.24188564169971496,4.2448764738692555e-05,14.604
0.25187964625628123,4.323034198625538e-05,14.636
0.2678627368964009,4.3424854188744086e-05,14.67
0.2818437346868123,4.343503796208925e-05,14.703
0.2918358312180678,4.3688462666116525e-05,14.736
0.3078159443188298,4.3734574452788965e-05,14.77
0.3217901307889222,4.326542572796382e-05,14.803
0.3317779502194562,4.339272315420283e-05,14.836
0.3477469836903293,4.407338612822526e-05,14.87
0.3617072200750866,4.409403648217741e-05,14.903
0.37168860944572585,4.362084630388174e-05,14.937
0.38763846771556176,4.223961830814158e-05,14.969
0.40157420610319194,4.248309974191716e-05,15.003
0.411543549639578,4.270107516526674e-05,15.036
0.42746595032794205,4.2130917625230655e-05,15.069
0.44137399800645255,4.1007467223875585e-05,15.103
0.45133777247226226,4.002095806836448e-05,15.136
0.46728425991907335,3.897544963378072e-05,15.169
0.48127380479621856,3.921167384713914e-05,15.203
0.49128316325324867,3.996852427715786e-05,15.237
0.5073376682544978,4.093525378339455e-05,15.27
0.5214448450198581,4.139039116287802e-05,15.303
0.5315032782540745,4.1940913131557016e-05,15.337
0.5476681919869046,4.2151989389300736e-05,15.369
0.5618894129108244,4.2943930964568495e-05,15.403
0.5719923219908726,4.285498948925898e-05,15.436
0.5882347699679643,4.408455739064533e-05,15.469
0.6023090140327362,4.423158693277292e-05,15.504
0.6123035020561644,4.431639802100071e-05,15.537
0.6282708540227364,4.435359921642149e-05,15.568999999999999
0.642237243109357,4.457334635489323e-05,15.603
0.6522254302903955,4.476265595604989e-05,15.636
0.6682011043672896,4.3682136893398675e-05,15.669
0.6821792914258034,4.2488861051316955e-05,15.705
0.692171126569009,4.243353027340228e-05,15.738
0.708152951588689,4.237669069490954e-05,15.769
0.722140501489855,4.264006631343223e-05,15.803
0.7321488500082628,4.339525832855407e-05,15.836
0.7481587376076823,4.201955393041229e-05,15.869
0.762157602891527,4.2000997845511024e-05,15.903
0.7721598579037066,4.194220203783037e-05,15.937
0.7881627445796358,4.144706877651445e-05,15.97
0.8021637547456539,4.226753253034833e-05,16.003
0.8121670338931455,4.2086054968624816e-05,16.036
0.8281686299987959,4.29720050352864e-05,16.071
0.842167764295738,4.332960217863669e-05,16.104
0.8521691056609441,4.318627124682911e-05,16.136
0.8681686965544877,4.3758369926193997e-05,16.17
0.8821657640969728,4.222561575093302e-05,16.203
0.8921656550570861,4.217284340597515e-05,16.236
0.9081627571307511,4.172247882252271e-05,16.269
0.9241578626619705,4.112650498951689e-05,16.308
0.9321546980602202,4.122126525947033e-05,16.337
0.9481493144750004,4.06318411118461e-05,16.369
0.9621420996664415,4.0899471646198594e-05,16.403
0.9721380006067774,4.0373573942961524e-05,16.436
0.9881289886982019,4.0809058577952786e-05,16.469
1.0021184060320911,4.154288532694736e-05,16.503
1.0121124695432338,4.2068260110184643e-05,16.536
1.0280990945677373,4.279363222425296e-05,16.569
1.042084566899282,4.429771443390497e-05,16.603
1.05207618740057,4.482472848821271e-05,16.636
1.0680588009249732,4.480100005263595e-05,16.669
1.082040443658383,4.4531165111986953e-05,16.703
1.092030018577613,4.429835172692972e-05,16.736
1.1080101161816986,4.320493812080994e-05,16.769
1.1219895640420197,4.280747088485617e-05,16.803
1.131976380160575,4.247218378495395e-05,16.836
1.147949757553606,4.1181375056007814e-05,16.87
1.161922335319932,4.111805046836519e-05,16.903
1.1719081111601473,4.1440981406136245e-05,16.935
1.1878943364581493,4.1785633276038875e-05,16.97
1.2018788882051104,4.237706478296023e-05,17.003
1.2118718886216515,4.239753169540557e-05,17.037
1.2278537641308518,4.2296307052168674e-05,17.069
1.2418319728106038,4.2569537908351384e-05,17.103
1.2518213546551056,4.3135540834142065e-05,17.135
1.2677960064344933,4.2962593212118695e-05,17.17
1.281764941305118,4.297827216609017e-05,17.204
1.291750069686948,4.2774029230581233e-05,17.236
1.3077118354312782,4.192758562014533e-05,17.27
1.3216623989504572,4.05924708202546e-05,17.304
1.3316385362038408,4.063655428147457e-05,17.336
1.3475766054890645,4.039036227325407e-05,17.37
1.3614962381370568,4.038423881263267e-05,17.404
1.371460229972083,4.071961562542692e-05,17.437
1.3873740053949917,4.0677401877680795e-05,17.47
1.4013015412611454,4.040156041712503e-05,17.503
1.411285528725617,3.983782877592089e-05,17.536
1.427281164442266,3.9455720091898606e-05,17.57
1.4413223389995709,3.961039431318816e-05,17.604
1.4513531644569615,3.9599802603212384e-05,17.636
1.4674565695908437,3.917481967241921e-05,17.669
1.4816134577165607,3.982607832700676e-05,17.703
1.4916927352691531,3.9756815667238217e-05,17.737
1.507905455226057,3.93364300102232e-05,17.769
1.5221694287326561,3.982312304515607e-05,17.803
1.532261059819448,4.041195581396831e-05,17.837
1.548319167854367,4.076020144114833e-05,17.869
1.5622917389990032,3.959327884295717e-05,17.903
1.5722765204858502,3.880565443477915e-05,17.936
1.5882455433152733,3.7753329794606394e-05,17.969
1.6022194174565778,3.870476733513175e-05,18.004
